# q=  0.10000000E-02  0.00000000E+00  0.00000000E+00  (qpt 1)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
     147     -0.11212852E-01     -0.11288839E-01     -0.21209972E-02     -0.77240139E-02
     148     -0.11213977E-01     -0.11288839E-01     -0.21604161E-02     -0.77240139E-02
     149     -0.11215026E-01     -0.11288839E-01     -0.21988254E-02     -0.77240139E-02
     150     -0.11216057E-01     -0.11288839E-01     -0.22362492E-02     -0.77240139E-02
     151     -0.11217063E-01     -0.11288839E-01     -0.22756409E-02     -0.77240139E-02
     152     -0.11218041E-01     -0.11288839E-01     -0.23169759E-02     -0.77240139E-02
     153     -0.11219156E-01     -0.11288839E-01     -0.23630991E-02     -0.77240139E-02
     154     -0.11220334E-01     -0.11288839E-01     -0.24114811E-02     -0.77240139E-02
     155     -0.11221417E-01     -0.11288839E-01     -0.24584086E-02     -0.77240139E-02
     156     -0.11222511E-01     -0.11288839E-01     -0.25046938E-02     -0.77240139E-02
     157     -0.11223589E-01     -0.11288839E-01     -0.25521788E-02     -0.77240139E-02
     158     -0.11224862E-01     -0.11288839E-01     -0.26034272E-02     -0.77240139E-02
     159     -0.11225981E-01     -0.11288839E-01     -0.26495250E-02     -0.77240139E-02
     160     -0.11227162E-01     -0.11288839E-01     -0.27015254E-02     -0.77240139E-02
     161     -0.11228389E-01     -0.11288839E-01     -0.27547639E-02     -0.77240139E-02
     162     -0.11229557E-01     -0.11288839E-01     -0.28080980E-02     -0.77240139E-02
     163     -0.11230756E-01     -0.11288839E-01     -0.28627370E-02     -0.77240139E-02
     164     -0.11232084E-01     -0.11288839E-01     -0.29198727E-02     -0.77240139E-02
     165     -0.11233361E-01     -0.11288839E-01     -0.29745310E-02     -0.77240139E-02
     166     -0.11234779E-01     -0.11288839E-01     -0.30358403E-02     -0.77240139E-02
     167     -0.11236102E-01     -0.11288839E-01     -0.30922597E-02     -0.77240139E-02
     168     -0.11237474E-01     -0.11288839E-01     -0.31480264E-02     -0.77240139E-02
     169     -0.11238957E-01     -0.11288839E-01     -0.32050229E-02     -0.77240139E-02
     170     -0.11240444E-01     -0.11288839E-01     -0.32655916E-02     -0.77240139E-02
     171     -0.11241923E-01     -0.11288839E-01     -0.33236966E-02     -0.77240139E-02
     172     -0.11243252E-01     -0.11288839E-01     -0.33808164E-02     -0.77240139E-02
     173     -0.11244617E-01     -0.11288839E-01     -0.34405049E-02     -0.77240139E-02
     174     -0.11245900E-01     -0.11288839E-01     -0.35028194E-02     -0.77240139E-02
     175     -0.11247254E-01     -0.11288839E-01     -0.35670362E-02     -0.77240139E-02
     176     -0.11248754E-01     -0.11288839E-01     -0.36333280E-02     -0.77240139E-02
     177     -0.11250248E-01     -0.11288839E-01     -0.36967221E-02     -0.77240139E-02
     178     -0.11251655E-01     -0.11288839E-01     -0.37619399E-02     -0.77240139E-02
     179     -0.11253031E-01     -0.11288839E-01     -0.38310608E-02     -0.77240139E-02
     180     -0.11254340E-01     -0.11288839E-01     -0.38930635E-02     -0.77240139E-02
     181     -0.11255795E-01     -0.11288839E-01     -0.39609051E-02     -0.77240139E-02
     182     -0.11257070E-01     -0.11288839E-01     -0.40264539E-02     -0.77240139E-02
     183     -0.11258372E-01     -0.11288839E-01     -0.40903490E-02     -0.77240139E-02
     184     -0.11259685E-01     -0.11288839E-01     -0.41546898E-02     -0.77240139E-02
     185     -0.11260963E-01     -0.11288839E-01     -0.42161701E-02     -0.77240139E-02
     186     -0.11262263E-01     -0.11288839E-01     -0.42821485E-02     -0.77240139E-02
     187     -0.11263476E-01     -0.11288839E-01     -0.43448195E-02     -0.77240139E-02
     188     -0.11264849E-01     -0.11288839E-01     -0.44109436E-02     -0.77240139E-02
     189     -0.11265962E-01     -0.11288839E-01     -0.44742394E-02     -0.77240139E-02
     190     -0.11267033E-01     -0.11288839E-01     -0.45343697E-02     -0.77240139E-02
     191     -0.11268059E-01     -0.11288839E-01     -0.45907101E-02     -0.77240139E-02
     192     -0.11269104E-01     -0.11288839E-01     -0.46496175E-02     -0.77240139E-02
     193     -0.11270115E-01     -0.11288839E-01     -0.47108989E-02     -0.77240139E-02
     194     -0.11271217E-01     -0.11288839E-01     -0.47724474E-02     -0.77240139E-02
     195     -0.11272199E-01     -0.11288839E-01     -0.48296949E-02     -0.77240139E-02
     196     -0.11273076E-01     -0.11288839E-01     -0.48871482E-02     -0.77240139E-02
     197     -0.11273975E-01     -0.11288839E-01     -0.49430059E-02     -0.77240139E-02
     198     -0.11274799E-01     -0.11288839E-01     -0.49968856E-02     -0.77240139E-02
     199     -0.11275613E-01     -0.11288839E-01     -0.50480555E-02     -0.77240139E-02
     200     -0.11276446E-01     -0.11288839E-01     -0.50990204E-02     -0.77240139E-02
     201     -0.11277265E-01     -0.11288839E-01     -0.51470660E-02     -0.77240139E-02
     202     -0.11277995E-01     -0.11288839E-01     -0.51928321E-02     -0.77240139E-02
     203     -0.11278841E-01     -0.11288839E-01     -0.52405086E-02     -0.77240139E-02
     204     -0.11279521E-01     -0.11288839E-01     -0.52828315E-02     -0.77240139E-02
     205     -0.11280092E-01     -0.11288839E-01     -0.53209324E-02     -0.77240139E-02
     206     -0.11280652E-01     -0.11288839E-01     -0.53590973E-02     -0.77240139E-02
     207     -0.11281197E-01     -0.11288839E-01     -0.53968880E-02     -0.77240139E-02
     208     -0.11281703E-01     -0.11288839E-01     -0.54299509E-02     -0.77240139E-02
     209     -0.11282145E-01     -0.11288839E-01     -0.54604857E-02     -0.77240139E-02
     210     -0.11282551E-01     -0.11288839E-01     -0.54881324E-02     -0.77240139E-02
     211     -0.11282945E-01     -0.11288839E-01     -0.55149130E-02     -0.77240139E-02
     212     -0.11283299E-01     -0.11288839E-01     -0.55405945E-02     -0.77240139E-02
     213     -0.11283612E-01     -0.11288839E-01     -0.55626792E-02     -0.77240139E-02
     214     -0.11283929E-01     -0.11288839E-01     -0.55839374E-02     -0.77240139E-02
     215     -0.11284226E-01     -0.11288839E-01     -0.56038750E-02     -0.77240139E-02
     216     -0.11284511E-01     -0.11288839E-01     -0.56228031E-02     -0.77240139E-02
     217     -0.11284764E-01     -0.11288839E-01     -0.56400341E-02     -0.77240139E-02
     218     -0.11284977E-01     -0.11288839E-01     -0.56564839E-02     -0.77240139E-02
     219     -0.11285159E-01     -0.11288839E-01     -0.56725365E-02     -0.77240139E-02
     220     -0.11285317E-01     -0.11288839E-01     -0.56874386E-02     -0.77240139E-02
     221     -0.11285466E-01     -0.11288839E-01     -0.57016533E-02     -0.77240139E-02
     222     -0.11285601E-01     -0.11288839E-01     -0.57162436E-02     -0.77240139E-02
     223     -0.11285720E-01     -0.11288839E-01     -0.57297209E-02     -0.77240139E-02
     224     -0.11285818E-01     -0.11288839E-01     -0.57428461E-02     -0.77240139E-02
     225     -0.11285904E-01     -0.11288839E-01     -0.57555302E-02     -0.77240139E-02
     226     -0.11285982E-01     -0.11288839E-01     -0.57685966E-02     -0.77240139E-02
     227     -0.11286046E-01     -0.11288839E-01     -0.57808442E-02     -0.77240139E-02
     228     -0.11286107E-01     -0.11288839E-01     -0.57928018E-02     -0.77240139E-02
     229     -0.11286155E-01     -0.11288839E-01     -0.58047714E-02     -0.77240139E-02
     230     -0.11286191E-01     -0.11288839E-01     -0.58157274E-02     -0.77240139E-02
     231     -0.11286221E-01     -0.11288839E-01     -0.58265446E-02     -0.77240139E-02
     232     -0.11286244E-01     -0.11288839E-01     -0.58370328E-02     -0.77240139E-02
     233     -0.11286262E-01     -0.11288839E-01     -0.58471367E-02     -0.77240139E-02
     234     -0.11286276E-01     -0.11288839E-01     -0.58568381E-02     -0.77240139E-02
     235     -0.11286287E-01     -0.11288839E-01     -0.58661564E-02     -0.77240139E-02
     236     -0.11286295E-01     -0.11288839E-01     -0.58754224E-02     -0.77240139E-02
     237     -0.11286301E-01     -0.11288839E-01     -0.58839054E-02     -0.77240139E-02
     238     -0.11286305E-01     -0.11288839E-01     -0.58919916E-02     -0.77240139E-02
     239     -0.11286307E-01     -0.11288839E-01     -0.59000666E-02     -0.77240139E-02
     240     -0.11286309E-01     -0.11288839E-01     -0.59081783E-02     -0.77240139E-02
     241     -0.11286311E-01     -0.11288839E-01     -0.59153528E-02     -0.77240139E-02
     242     -0.11286311E-01     -0.11288839E-01     -0.59224402E-02     -0.77240139E-02
     243     -0.11286312E-01     -0.11288839E-01     -0.59289826E-02     -0.77240139E-02
     244     -0.11286313E-01     -0.11288839E-01     -0.59353505E-02     -0.77240139E-02
     245     -0.11286314E-01     -0.11288839E-01     -0.59413569E-02     -0.77240139E-02
     246     -0.11286315E-01     -0.11288839E-01     -0.59468418E-02     -0.77240139E-02
     247     -0.11286316E-01     -0.11288839E-01     -0.59522249E-02     -0.77240139E-02
     248     -0.11286317E-01     -0.11288839E-01     -0.59573371E-02     -0.77240139E-02
     249     -0.11286318E-01     -0.11288839E-01     -0.59619424E-02     -0.77240139E-02
     250     -0.11286320E-01     -0.11288839E-01     -0.59661838E-02     -0.77240139E-02
     251     -0.11286321E-01     -0.11288839E-01     -0.59700652E-02     -0.77240139E-02
     252     -0.11286323E-01     -0.11288839E-01     -0.59736190E-02     -0.77240139E-02
 
# q=  0.00000000E+00  0.75000000E+00  0.00000000E+00  (qpt 19)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
       1     -0.16198768E-02     -0.95518537E-02     -0.10979507E-03     -0.77564135E-02
       2     -0.32202531E-02     -0.95518537E-02     -0.21561987E-03     -0.77564135E-02
       3     -0.42527323E-02     -0.95518537E-02     -0.32869221E-03     -0.77564135E-02
       4     -0.51974826E-02     -0.95518537E-02     -0.43509319E-03     -0.77564135E-02
       5     -0.59516465E-02     -0.95518537E-02     -0.51781102E-03     -0.77564135E-02
       6     -0.66400538E-02     -0.95518537E-02     -0.60099576E-03     -0.77564135E-02
       7     -0.70941434E-02     -0.95518537E-02     -0.68088298E-03     -0.77564135E-02
       8     -0.75230968E-02     -0.95518537E-02     -0.76018928E-03     -0.77564135E-02
       9     -0.77050305E-02     -0.95518537E-02     -0.77793381E-03     -0.77564135E-02
      10     -0.78772860E-02     -0.95518537E-02     -0.79520457E-03     -0.77564135E-02
      11     -0.79529607E-02     -0.95518537E-02     -0.80429229E-03     -0.77564135E-02
      12     -0.80226389E-02     -0.95518537E-02     -0.81330474E-03     -0.77564135E-02
      13     -0.81017542E-02     -0.95518537E-02     -0.82044675E-03     -0.77564135E-02
      14     -0.81797912E-02     -0.95518537E-02     -0.82745379E-03     -0.77564135E-02
      15     -0.82693926E-02     -0.95518537E-02     -0.83916389E-03     -0.77564135E-02
      16     -0.83586407E-02     -0.95518537E-02     -0.85102074E-03     -0.77564135E-02
      17     -0.84034959E-02     -0.95518537E-02     -0.85589785E-03     -0.77564135E-02
      18     -0.84486371E-02     -0.95518537E-02     -0.86061560E-03     -0.77564135E-02
      19     -0.85079407E-02     -0.95518537E-02     -0.86974733E-03     -0.77564135E-02
      20     -0.85636083E-02     -0.95518537E-02     -0.87909813E-03     -0.77564135E-02
      21     -0.86403537E-02     -0.95518537E-02     -0.88849220E-03     -0.77564135E-02
      22     -0.87183622E-02     -0.95518537E-02     -0.89788105E-03     -0.77564135E-02
      23     -0.87827648E-02     -0.95518537E-02     -0.90783728E-03     -0.77564135E-02
      24     -0.88482355E-02     -0.95518537E-02     -0.91855757E-03     -0.77564135E-02
      25     -0.88761920E-02     -0.95518537E-02     -0.92458615E-03     -0.77564135E-02
      26     -0.89017506E-02     -0.95518537E-02     -0.93038532E-03     -0.77564135E-02
      27     -0.89453821E-02     -0.95518537E-02     -0.94041075E-03     -0.77564135E-02
      28     -0.89907420E-02     -0.95518537E-02     -0.95084059E-03     -0.77564135E-02
      29     -0.90252362E-02     -0.95518537E-02     -0.95985111E-03     -0.77564135E-02
      30     -0.90615331E-02     -0.95518537E-02     -0.96898721E-03     -0.77564135E-02
      31     -0.90840478E-02     -0.95518537E-02     -0.97617620E-03     -0.77564135E-02
      32     -0.91062844E-02     -0.95518537E-02     -0.98410711E-03     -0.77564135E-02
      33     -0.91278056E-02     -0.95518537E-02     -0.99330686E-03     -0.77564135E-02
      34     -0.91495886E-02     -0.95518537E-02     -0.10028024E-02     -0.77564135E-02
      35     -0.91708466E-02     -0.95518537E-02     -0.10096110E-02     -0.77564135E-02
      36     -0.91921574E-02     -0.95518537E-02     -0.10165738E-02     -0.77564135E-02
      37     -0.92049384E-02     -0.95518537E-02     -0.10218067E-02     -0.77564135E-02
      38     -0.92185983E-02     -0.95518537E-02     -0.10273554E-02     -0.77564135E-02
      39     -0.92311574E-02     -0.95518537E-02     -0.10329248E-02     -0.77564135E-02
      40     -0.92435350E-02     -0.95518537E-02     -0.10385538E-02     -0.77564135E-02
      41     -0.92540284E-02     -0.95518537E-02     -0.10432538E-02     -0.77564135E-02
      42     -0.92640651E-02     -0.95518537E-02     -0.10477847E-02     -0.77564135E-02
      43     -0.92747740E-02     -0.95518537E-02     -0.10540468E-02     -0.77564135E-02
      44     -0.92858138E-02     -0.95518537E-02     -0.10607100E-02     -0.77564135E-02
      45     -0.92957043E-02     -0.95518537E-02     -0.10663289E-02     -0.77564135E-02
      46     -0.93054043E-02     -0.95518537E-02     -0.10719026E-02     -0.77564135E-02
      47     -0.93124519E-02     -0.95518537E-02     -0.10765547E-02     -0.77564135E-02
      48     -0.93189731E-02     -0.95518537E-02     -0.10813039E-02     -0.77564135E-02
      49     -0.93263907E-02     -0.95518537E-02     -0.10862061E-02     -0.77564135E-02
      50     -0.93340960E-02     -0.95518537E-02     -0.10911805E-02     -0.77564135E-02
      51     -0.93390633E-02     -0.95518537E-02     -0.10954580E-02     -0.77564135E-02
      52     -0.93437986E-02     -0.95518537E-02     -0.10996770E-02     -0.77564135E-02
      53     -0.93497970E-02     -0.95518537E-02     -0.11038063E-02     -0.77564135E-02
      54     -0.93558500E-02     -0.95518537E-02     -0.11079601E-02     -0.77564135E-02
      55     -0.93597269E-02     -0.95518537E-02     -0.11116374E-02     -0.77564135E-02
      56     -0.93636984E-02     -0.95518537E-02     -0.11153896E-02     -0.77564135E-02
      57     -0.93669195E-02     -0.95518537E-02     -0.11189903E-02     -0.77564135E-02
      58     -0.93701746E-02     -0.95518537E-02     -0.11226792E-02     -0.77564135E-02
      59     -0.93742759E-02     -0.95518537E-02     -0.11269189E-02     -0.77564135E-02
      60     -0.93782969E-02     -0.95518537E-02     -0.11312553E-02     -0.77564135E-02
      61     -0.93811364E-02     -0.95518537E-02     -0.11349811E-02     -0.77564135E-02
      62     -0.93840803E-02     -0.95518537E-02     -0.11388080E-02     -0.77564135E-02
      63     -0.93875776E-02     -0.95518537E-02     -0.11427576E-02     -0.77564135E-02
      64     -0.93909443E-02     -0.95518537E-02     -0.11466848E-02     -0.77564135E-02
      65     -0.93937358E-02     -0.95518537E-02     -0.11507136E-02     -0.77564135E-02
      66     -0.93964325E-02     -0.95518537E-02     -0.11547254E-02     -0.77564135E-02
      67     -0.93999477E-02     -0.95518537E-02     -0.11595275E-02     -0.77564135E-02
      68     -0.94035922E-02     -0.95518537E-02     -0.11643437E-02     -0.77564135E-02
      69     -0.94059500E-02     -0.95518537E-02     -0.11682865E-02     -0.77564135E-02
      70     -0.94083178E-02     -0.95518537E-02     -0.11722576E-02     -0.77564135E-02
      71     -0.94109424E-02     -0.95518537E-02     -0.11766493E-02     -0.77564135E-02
      72     -0.94134316E-02     -0.95518537E-02     -0.11808622E-02     -0.77564135E-02
      73     -0.94152619E-02     -0.95518537E-02     -0.11844762E-02     -0.77564135E-02
      74     -0.94170694E-02     -0.95518537E-02     -0.11882501E-02     -0.77564135E-02
      75     -0.94193165E-02     -0.95518537E-02     -0.11932907E-02     -0.77564135E-02
      76     -0.94216367E-02     -0.95518537E-02     -0.11983292E-02     -0.77564135E-02
